category,rating,label,text_
Home_and_Kitchen_5,4.0,OR,"This was a little bit smaller than expected, but it works well for insulating both hot or cold food. I wish there were more styles and colors to choose from for my daughters."
Sports_and_Outdoors_5,1.0,CG,Bought to take backpacking. Blew it on the side and it was cold. This bag is awesome!Great product. Great price. I am a 32 year old man who prefers a 4 pack but it's a little smaller than I like.I use this as a hiking pack.  The first time I used it I
Kindle_Store_5,4.0,OR,"I liked this book, but it is very short.  I would recommend planning on reading the second book right after for a more complete book experience.  I am very excited to read more in this series."
Toys_and_Games_5,5.0,OR,Fun for the kids and even Myself when we do a group structure.
Clothing_Shoes_and_Jewelry_5,3.0,OR,"Compared to the size 10 reef slippers i bought before and still have here, these or a size smaller to me."
Movies_and_TV_5,5.0,OR,this has to be one of the best Bond films in the top 5. I have seen all 007 movies an own them all on dvd. Watched Skyfall 3 times in the first couple of days. Daniel Craig is one of the top 3 Bonds. Sean Connery is number 1 Peirce Bronson number 2. I guess it is who you grew up with. ( Tom Baker is the best Dr.
Electronics_5,5.0,OR,"I bought this item so I could hook it up to my camcorder to get the audio from the convention on FM and eliminate the crowd noise (Babies crying, high heel noise, etc.)  It works perfectly.  I bought two of them so I could monitor the recording and still be mobile."
Pet_Supplies_5,5.0,OR,This company's dog toys are extremely well made & thoroughly entertaining for my labs!  Arrived very quickly.
Tools_and_Home_Improvement_5,5.0,OR,"This was one of those times when neither my old charger nor my two old batteries would function; neither battery would charge. I bought a used charger on Amazon, still no luck with the old batteries. I gambled even further and bought these two batteries - all is well. They charge in the advertised hour on the used Sears charger just fine. Sometimes the bear gets you, but once in a while you get the bear. Thanks! ('Would have loved that free checker as opposed to the gloves, but since neither were mentioned in the deal. we're good."
Home_and_Kitchen_5,4.0,CG,"Really cute. Love the colors. The only problem is that it's not really a vacuum, but a pair of the best"
Toys_and_Games_5,3.0,CG,"It's ok.  Not a huge deal, but it is a little boring for my kids."
Kindle_Store_5,5.0,CG,"While this is book two, it's an interesting addition to the series, and I'm looking forward to reading the next one. *I received a copy of this book in exchange for an honest review. *I received a copy of this book in exchange for an honest review. *ARC provided by Netgalley in exchange for an honest review."
Home_and_Kitchen_5,5.0,OR,"This is wonderful.  Heat from the bottom while sleeping is a more restful night's sleep.  I have arthritis and wake up stiff, not with this new heated mattress pad. We are very pleased."
Toys_and_Games_5,5.0,CG,"This is probably the most beautiful set I've ever seen.  She's beautiful, and the colors are so bright.  I wish I could get the Tamiya version of this set.  It is still very much a work in progress.  This one is still fun"
Home_and_Kitchen_5,5.0,CG,"Item arrived quickly and is perfect for the price.Very good quality.Nice, sturdy, and functional"
Home_and_Kitchen_5,5.0,CG,"Use these so often it doesn't matter what you try.

If you have a small kitchen, this is the dishwasher safe"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"These boots keep my feet dry and safe at the same time (ie. Steel toe). Weather I'm shoveling snow or working in a ditch, I know my feet are dry"
Home_and_Kitchen_5,4.0,CG,"Smaller then I thought it would be, but it is a little bigger then I thought."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I bought 3 pairs and they are awesome! Great quality and I would buy again, makes a great gift comes with a nice box for giving."
Sports_and_Outdoors_5,5.0,CG,It works much better than what I had with the other two. The only reason I gave it 4 stars is that the plastic part is too small for the money.
Clothing_Shoes_and_Jewelry_5,4.0,CG,"I have very narrow feet and have had to order a size up. These boots are very comfortable. I bought this for my son, he loves it! He wears a size 12 and it fits perfectly. It is a good value for the price. I bought this for my husband for his birthday. He's a huge fan of the sneaker and it fits perfectly. He's tall and has a narrow foot, so it is nice to have an extra size in the shoe. He is 5'10"", so it's really nice to have it in the size he prefers. The shoe is a good fit and he likes it. I'm giving it 4 stars because I like the look of it."
Home_and_Kitchen_5,5.0,CG,My wife wanted 8 inch and it was the perfect size for our kitchen.  She was excited to get a cupcake maker but then thought it would be too big.  She wanted a regular cupcake maker and this one fits perfectly.  She is very happy with it.  I love it.  I love the color and the size.  It is a little heavier than I
Tools_and_Home_Improvement_5,5.0,OR,"I purchased a different kit than the one listed.  Mine had the Quick-Change adapter with 7 hex shank high-speed drill bits.  The drill bits are of excellent quality as is the click adapter.  All you have to do to insert a bit is push it in.  To remove it simply pull back on the padded collar of the adapter and the bit pops out.  Unlike Sears, Dewalt, Snapy and other quick adapters that I have used you do not have to pull back on the adapter and pull the bit out at the same time. The Bosch just pops it out.  What impressed me the most however was the lack of run out that the Bosh has.  The wobble that is present at the driver bit or drill bit tip that anyone who has ever used any sort of quick change hex shank adapter is much less noticeable with the Bosch than any I have ever used.  I am a solid surface/laminate fabricator and much of my time is spent installing counter tops and kitchen cabinets where a drill is indispensable for drilling as well as driving.  I have 3 of the Bosch Quick-Change adapters one in a Makita, one in a Dewalt, and one in a Metabo cordless drill.  I would not be without one of these Bosch adapters on the work site.  By the way I also use a Dewalt 7.2v screwdriver which is a pleasure to use and comes with a hex shank quick adapter mounted to the drill shaft instead of a chuck and it has more run-out than these Bosch adapters."
Home_and_Kitchen_5,5.0,CG,Perfect case for handpresso hybrid.  I love the look and feel of this one. 
Books_5,4.0,CG,"This book is a rare gem. The characters are well developed and believable, and the plot is well plotted. The story is well told, and the characters are well developed. I enjoyed this book. I look forward to the next book in the series. This is a great series for young people.I loved this book!  I love the fact that it is a mystery/suspense series.  This book is a must read for any young adult!I couldn't put this book down. I loved it. I loved the character. I loved the action. I loved the ending. I loved the characters. I loved the story. I loved the twists and turns."
Books_5,5.0,OR,"I really liked this book.  I thought the series was heading downhill, perhaps getting a little boring, but this one really reinvigorated my interest."
Toys_and_Games_5,5.0,CG,"Typical Mattel quality, very good.  Excellent quality.  Not too large or too small."
Sports_and_Outdoors_5,5.0,OR,The overall quality of this blade is astounding.  Buck never fails to deliver an awesome knife product.  This knife has quickly become my favorite hunting knife.  The feel of the blade in your hand is great.  It has good balance and is as sharp as a razor. I was even surprised at the high quality of leather sheath it comes with. One day when I'm old I will be passing this blade down to one of my children.
Clothing_Shoes_and_Jewelry_5,5.0,OR,I love these shoes.  I love fashionable shoes but after wearing high heels for the last 25 years and a couple of knee surgeries I can only wear about a 2 inch heel now.  It is  very difficult to find a nice trendy sandal with a 2 inch heel.  This shoe is comfortable too.
Sports_and_Outdoors_5,5.0,OR,"Bags look and feel great,  just got then today, they will be put to the test tomorrow, hopefully they will last a long time, by the looks of them they should do very well."
Books_5,3.0,CG,"Maybe it is just me, and I don't know. I'm not sure if I'm just being self-absorbed or I'm just being self-absorbed.

I'm not sure if this is a good book, or if it is just me. I'm not sure if it's just me, or if it's just me. I'm not sure if I'm just being self-absorbed or I'm just being self-"
Books_5,4.0,CG,I thoroughly enjoyed reading this book. The characters were well developed and the plot was well written. The story was well-
Toys_and_Games_5,5.0,CG,Best tea set we have.  The quality is good.  We also have a bunch of other
Pet_Supplies_5,3.0,OR,"..... but my kitties won't eat much of it.

I like to give my fur babies the best food I can afford, so I tried this.  Turns out that to get them to eat it I have to mix it with the cheap gravy-laden stuff or they sample it and then leave the bulk of it on the plate.

Sigh."
Kindle_Store_5,5.0,CG,"There is so much love and love and love and love.

And just when you think you have found the perfect match for your handsome and sexy, you think you have found it.

And when you think you have found the perfect match for your sexy and sexy, you think you have found it.

Just when you think you have found the perfect match for your sexy and sexy, you think you have found"
Books_5,4.0,OR,I really enjoyed reading this book.  The story line different enough that I regretted putting my reader away every time.  Harrison is an excellent writer and author.  I will read book 2 soon.
Sports_and_Outdoors_5,5.0,CG,"works good, i bought it for my husband and he loves it.  He loves the way he"
Tools_and_Home_Improvement_5,4.0,OR,"Colors are very nice and quality seems acceptable.
Only complaint is wiring colours, should you choose to hard wire.
I mean if 89.7% of sales are to US/NA, why NOT Green, Black, White?"
Electronics_5,4.0,CG,"The Nokia SU-8W Bluetooth keyboard (Cordless) is a great deal for the price.  The keyboard is small enough to fit most portable keyboards and the touchpad is great.  The only drawback is that the keys are slightly larger than standard keyboards.  The keys are also not as long as standard keys but I think it will be a problem for some people.  I also like the tactile feedback on the keys.  The ergonomics of the keyboard are very good.  The keys are also very easy to press.  I love that the keys are not just a big rectangle but are spaced apart.  The keyboard is a little too big for my hands.  The keys are also slightly larger than standard keys.  It is a nice touch to have.  The buttons are a little too small for my hands but the feel of the keyboard is very good.

I really like the keyboard.  It is very well made.  The keys are a bit small and small enough that the button placement is not very precise.  The keyboard is well made.  I have not used it yet but I will be sure to update my review.  I would recommend it to anyone.

I have a few other USB keyboards that I am not happy with but I like this one.  The keys are a little long but I like that the keys are smaller.  The ergonomics are good and the keys are a little too large for my hands.  The only thing I"
Electronics_5,5.0,CG,Nice filter - good price. I love the look. The filter is a little fuzzy and doesn't fit snugly around the edges.
Tools_and_Home_Improvement_5,4.0,CG,"4.5 stars.  These things are a little pricey, but I'm happy with them.  If you're an electrician, you may want to get the TELUS version.I have used this bulb in the past.  It was one of the most useful for me.  I love it.  I love the color and the light.  It is bright enough to see in the dark.  I have installed a few more on my bathrooms and bathrooms are very bright.  I have had no problems with the color.  I love that it"
Tools_and_Home_Improvement_5,4.0,OR,Great little keychain addition. Has your typical screw drivers and bottle opener. But I never thought I would use the pry bar feature as much as I do. I used the pry bar function so many times I almost replace my crow bar. Ok maybe not but it does and will come in handy.
Pet_Supplies_5,5.0,CG,"works vary good my first time using it.  I've tried other brands, but this one is"
Toys_and_Games_5,4.0,CG,"We got this for Christmas and it was a hit. I will admit that my daughter was disappointed. It's not the best toy, but it is the best toy. The sound is nice, and it's not loud."
Kindle_Store_5,4.0,CG,This is my first book by this author and I hope I will continue to read the other books.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would like to read more from this author.It was a good book and a good read. I will read more by this author.I love the idea of the story and the characters.  I love the characters and the
Home_and_Kitchen_5,5.0,CG,"These sheets are amazing!  They are so soft and comfortable.  I love that I can just slide them on top of the bed, and they're the perfect size to take up most of my desk.  It's a great addition to my office!"
Kindle_Store_5,3.0,CG,An easy read for the weekend. The characters are well developed and the plot is well thought out.
Kindle_Store_5,5.0,CG,A fast and exciting read.  I love the characters and the history.  I would recommend this
Movies_and_TV_5,4.0,CG,"Same stuff - it is a real shame.  Not for everyone.

The movie has a couple of extra scenes, but most of the movie is just a copy of the other movie. "
Sports_and_Outdoors_5,5.0,CG,"The Contigo Jackie Water Bottle (Cordura) is a great inexpensive bottle for the money. It is so small that it is difficult to carry around the car, so it is not easy to drink from it. It is a perfect size for my water bottle. I ordered the full size and it fits perfectly. I will be buying a larger size for my other water bottle.I use this to carry my iPhone 6s and it is very useful. I have a very small hand and it is very comfortable to carry. The included pockets are nice and easy to access. I have a larger hand and it is a good size for me. The only problem I have is that the strap is too large and the strap is too small. It is a bit too small for my hand and I was able to return it. My phone is not as good as this. I would recommend this to anyone.Works as advertised.This is my second pair of glasses, and I really like the quality of the material"
Pet_Supplies_5,2.0,OR,This product definitely removes a lot of hair but after researching I found that it actually cuts the hair rather than pulling out the undercoat. I noticed that my cat's fur next to the skin has a prickly feel where the hair has been cut. I don't use it any more.
Pet_Supplies_5,5.0,OR,This is a very nice pet bed.  I bought it for my 10lb chihuahua and she just loves it.  She loves playing in it.
Home_and_Kitchen_5,4.0,OR,"Nice and simple pot. Has six hour timer, however, would like to have a longer delay for the day use. Also, when using the timer, it always resets the final temperature to 190 degree. Would be nice if it can ""remember"" the previous temperature setting. The inner container is coated with floury charcoal, not teflon coating that any other brands offer. It claims to bring out the fine taste of water. To me, at least it looks better than the grey teflon coating. Another feature missing is it does not come with the audible alarm.

Extra spec that I would like to know before ordering:
Power: 700 Watt
Temp setting: 140, 180, 190, 208
No audible alarm for any events.

After all, I am happy with the pot for the price and the build quality. Not sure if I would pay extra $30+ for the fancy features Zojirushi brand offers."
Kindle_Store_5,5.0,CG,"This was a different twist on a classic story, which I enjoyed. The story has a couple of twists that I don't think will bother the reader, but it is a nice change of pace."
Pet_Supplies_5,4.0,OR,"Let's cut to the important part - this product works, and works well.  The litter stays perfectly clean and raked, and I only need to empty the waste bin (easy when you use a grocery bag as a liner) once a week or so.

That's the good part.  The bad part is it's been relentlessly unreliable.  It will jam if you put even slightly too much litter in it.  I've had burned out motors, squeaky conveyors, and busted sensors.  I've disassembled and reassembled it countless times.  That being said, it's a simple machine, and some basic mechanical inclination will allow one to service this accordingly.

My first unit was missing a few minor, non-critical parts, and the motor burned out after a month or so, making a squealing noise from day one that made my cat afraid to use it.  I had disassembled, lubricated, and reassembled multiple times.

I contacted PetSafe, which was awesome.  They sent me an entirely new unit without asking me to return the old unit, so I officially had a new one with an old one for parts.  Since replacing the unit with the new one, it's still been slightly finnicky, but notably better than the old one.  I've still had to make a few repairs, but again, for someone with basical mechanical aptitude, it's not hard.

So yes, it's been less than reliable, but my wife and I love it, and we can't imagine going back to scooping again.  I'd have to say, if this replacement one fails, I'll be happy to replace it with the same unit."
Clothing_Shoes_and_Jewelry_5,3.0,OR,It is no where near tight. The picture is misleading. Read the dimensions before buying.
Books_5,4.0,OR,"I found 'My Life in France' an absolutely delightful read.  Julia Child's personality shines throughout the text and you feel as though you really get to know Paul and Julia Child.  ..... very absorbing and a wonderful account of not only their time in France, but also the great relationship between the two of them."
Pet_Supplies_5,5.0,OR,"Absolutely amazing product. A little tricky learning to put on at first but the instructions are extremely helpful. Dog fought it a lil but after two minutes was walking great , acclimated to eat very quickly. 8 month dog used to pull and make walks miserable, its actually unbelievable how well this product works. Thank you, thank you , thank you !!!!"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I was surprised, these are nice shorts and the length is longer than the typical short shorts, but still an attractive length"
Toys_and_Games_5,5.0,CG,good! I always hope this helps me and my son. I will keep this for a long time
Toys_and_Games_5,5.0,OR,"My 5 year old granddaughter loved making these headbands...Would HIGHLY recommend these...The bands are wider than the usual headband are are so comfortable that she wears them all the time, unlike the thinner bands that hurt your temples after you've worn them a while....Nice fabric and would buy these again to give as gifts...."
Home_and_Kitchen_5,5.0,CG,"The rug is a nice, sturdy rug with a good feel.  The rug is a bit wobbly"
Books_5,4.0,CG,Basic book about biology. Easy to read and understand.Very good book.  I would recommend it
Kindle_Store_5,4.0,OR,"It's always fun to find a new author to enjoy!  This second in the BBB series was just as good as the first book.  Both leads were very likeable, the secondary characters were fabulous, and the storyline flowed smoothly with easily solved conflicts.

I'm subtracting a half star, though, because I came across 30+ grammar-type errors.  None of them were significant to the story or the meaning of a sentence, just small things like using the wrong tense, the wrong spelling for sound-alike words, or leaving out or adding in extra words incorrectly.  These errors should have been proof-read out before publishing ... and I'm disappointed they weren't.

I still recommend this story if you enjoy a good storyline with some delicious intimate scenes, a H who's a little, I mean a lot, rough around the edges and a sweet and mature h.  Both are beautiful, inside and out, if a little broken by their life experiences.  Which is a great segue to the beautiful cover ... WOUZA! ... that is a scrumptious match to Evie's description of Daryk.  Love when the cover art actually depicts a physical likeness to the character in the book, even down to the tats. Now I guess it's time to admit that I stopped reading several, ok - lots of, times to 'refresh my memory' LOL!"
Sports_and_Outdoors_5,5.0,OR,"This holster is outstanding!  I am really enjoying it. The only improvement might be a sweat guard of some kind on the back, but I really like it as it is."
Kindle_Store_5,4.0,CG,"Lots of twists and turns that will make you feel like you are on the edge of your seat.

I had a lot of fun with"
Clothing_Shoes_and_Jewelry_5,4.0,CG,Gave it 4 stars (If it has the right materials and fit it will make a difference) and am very pleased.  The fit is perfect and the fabric is soft.  I would definitely recommend it.  It will be a great addition to my collection.I like the shape of the shirt.  I have a narrow chest and I can wear it on my chest.  I will probably order a size up.I bought these for my son who is a size 10 and they fit him perfect.  He loves the color.  He said they were very well made and he loves them.  I am happy with them and will buy more in different colors.I love the color of these boots.  They are soft and comfortable. 
Kindle_Store_5,5.0,CG,This book is very suspenseful.  I love the way it is written.  The characters are well developed.  The story is well written.  The characters are well developed.  The story is well written.  The ending is a bit predictable.  This is a very short story.  I found it a bit
Sports_and_Outdoors_5,5.0,CG,Great all-purpose ball.  Good for an emergency.  Not too hard to make a throw
Sports_and_Outdoors_5,5.0,CG,"seki city what more is there to say.  The price is nice, the product is awesome"
Electronics_5,5.0,OR,"I bought this product as well as the TP-LINK AV500 powerline starter kit. Both are great products and can recommend both. One thing to keep in mind, they will be no better than the internet you have coming from your router.
I did a YouTube review on both. If your like to see the video here's the link https://youtu.be/yhxNzGU2Nq4."
Clothing_Shoes_and_Jewelry_5,5.0,CG,this i got for me and it was the best part of it.  The dress was just what
Home_and_Kitchen_5,2.0,OR,not too efficient...small and comfortable to wear; but really didn't give the essential air as it is advertised to do...oh well..
Sports_and_Outdoors_5,4.0,OR,"It fit exactly as I wanted it to. I'm only giving it a 4 because for some odd reason, they put the tag on the outside of the butt. I couldn't think of any logical reasoning for this because there are a million other spots that this tag could go. It looked like I had a tail so I cut it off."
Sports_and_Outdoors_5,5.0,OR,"I haven't used this yet but I am anticipating I will in the next few weeks. We were giving some antelope skins by someone so we my young son could practicing tanning and maybe make some moccasins from the skin. The first thing we noticed was that there was a lot of 'meat' on the skin still.

So we found out we needed some tools, this had good reviews and we purchased it. One thing you notice when handling it is that this is very sturdy with some weight on it. The edges are not dull either. While I don't believe they are the sharpest edge you could get, they feel like they could cut through some stuff. I am thinking we might sharpen the edges.

I believe having this tool in hand will be very helpful. I'll try to update after we have used it on our hides."
Sports_and_Outdoors_5,5.0,CG,"This is my first pair of these and they look great.  I also have a pair of these on my B5 and I am very happy with the purchase.  They are made of quality material and look great in the field.I use this as a hiking buddy.  He is always a bit cold so I can't get him to be too warm.  He has great upper body strength and will pull up to a 40 degree.  He likes that he can carry around his phone or other items for emergencies.  He will use this as a pack, camping, or a carry-on.  He likes that it is a little bigger than my pack.  It is very warm and he is able to pack it up in the car with no worries.  I will be buying another one for my daughter.  I have no complaints about this.  We are both on our own and have not had any problems with the product.  Great product.Great buy. My wife and I have used it many times and it has held up to all of the abuse. The only thing I would say is that it will be a little more expensive for the same quality as the regular type of stuff. I would have liked to have made this a little more expensive but it is a good quality product.I was very skeptical that these would be a good idea for a bowcaster, but after reading a couple of reviews, I decided to try"
Sports_and_Outdoors_5,5.0,OR,Nice looking. Well made. Comfortable. Folds and travels very well.
Home_and_Kitchen_5,5.0,OR,"I love the design and it holds quite a number of bags.  It seems to be made very well
and very cute"
Books_5,3.0,OR,"I wish there was a 3 1/2 star option.  I am somewhere between this book is ok and liking it.  Andre and Devon are wonderful characters with great chemistry when they are in the throws of passion.  But, on the other side of that Devon starts out strong and fearless then turns to ""Andre"" mush and then fearless again.  It isn't very consistant.  Then there is Andre, who is a super hot French captian, but is just a brute!!!  There are times he is a head strong man ready to dive in and save the day, and other times he is simply a donkey's butt!

The plot is a strong one, untill we get to the island, then it is rushed alittle.  That is when the story becomes ok for me.  The ending ties up all loose ends, but not very engaging.

The other charachters in this book (Minter, for one) are really great.  I was hoping the second book was about him.

So, basically there were somethings I didn't like about the book, but the bulk of the book was good.  There is some love scenes, so beware if you are looking for clean romance.  (They are tasteful as far as passion goes)

It was a free read from Kindle, and even if I had purchased it, I wouldn't have been disapointed."
Sports_and_Outdoors_5,5.0,CG,"I bought this for my son to wear as a Christmas present.  He loves the way he can get a grip on the gun, and the clear plastic coating protects the gun from scratches.  It is great for him to have a clean gun.I bought this for my"
Toys_and_Games_5,5.0,OR,"I bought this for my sons 15th birthday. He loves it and has a lot of fun. It flies VERY high for a toy and the camera is awesome. You download the app and use as the control screen. Very easy to lose, its white."
Home_and_Kitchen_5,5.0,OR,"I actually bought this to use with small jar candles rather than tarts. It works perfectly for me and I love the pretty green color. I cannot have an open flame in my office, so this is an excellent substitute. It heats the small candle thoroughly, does not take up lot of room, and is easy to use. The cord could be longer, but this is not a deal breaker. I love the product itself and am very happy I decided to get it. My office smells wonderful all the time now!"
Home_and_Kitchen_5,4.0,OR,"Julienne's zucchini into nice ribbons for ""zoodles"", but frequently the peels get stuck, requiring frequent 'de-gunking'. But works and didn't cost $30!"
Electronics_5,5.0,CG,Solid wall mount.  Came with an AC adapter and a USB cable.  The only thing that is missing is the
Home_and_Kitchen_5,5.0,CG,Holds the stack in 60+ degree weather and the tools are included. This is a great product.
Pet_Supplies_5,5.0,CG,"<div id=""video-block-R31XX2X4QM6PM9"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na. ssl-images-amazon. com/images/I/A1o4pS7g6S. mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na. ssl-images-amazon. com/images/I/A3S. png"" class=""video-slate-img-url"">&nbsp;<input type=""hidden"" name="""" value=""https://images-na. ssl-images-amazon. com/images/I/81JX2W2p9w."
Tools_and_Home_Improvement_5,5.0,CG,"I replaced an earlier Kwikset that had the same problem. I did not need to replace the one.

I had to replace the one with the new one, so it is not that difficult.

"
Books_5,5.0,OR,"There is little doubt that Trevor is a master of his craft and perhaps the  greatest living short story writer in the world today.  After Rain, a  volume of twelve stories, explores such subjects as infidelity,  homosexuality, religious conflicts, and violence.  What makes these stories  so powerful, however, is not the subjects they deal with, but the portrayal  of the characters thoughts, emotions, and responses.  Trevor is able to  examine such human conditions as jealousy, rage, sadness, regret, and hope  in a non-judgmental light that leaves the reader looking into oneself to  gain further insight.  His writing style is nothing short of remarkable.  He is eloquent and simplistic, never revealing more than he should, making  the unspoken a compelling component of his story.  If you have not yet read  Trevor, I urge you to wait no longer.  His literary grace will surely leave  a lasting impact on you as a reader and as a human being."
Kindle_Store_5,3.0,OR,"This is a nice compilation of recipes. The language is very stilted and would benefit greatly from a proofreading by an American speaking person, if that is the target audience the author is trying to reach. A lot of the words used are completely wrong, and the reader must then try to figure out what word she really means..which defeats the purpose of a quick recipe. Other than that, it's a quick reference for those nights when you are tired and uninspired."
Books_5,5.0,OR,"My son loves these.  He will spend hours looking through the pictures to find the hidden items.  Not the first, not the last.  We liked the Halloween one the best!"
Electronics_5,1.0,CG,"A piece of junk, intermittent, and the only way to fix it is to just fix the one broken part.  This is the most frustrating part of"
Pet_Supplies_5,5.0,CG,"THIS is what you should do. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also hard to put on the sides.I have used this product for about a year now, and it works great"
Pet_Supplies_5,1.0,CG,"Tried the free sample. Nowhere else has the quality of these treats been as good as the local pet store.  Great price and I will definitely order these again.  Highly recommended.I have used this product for about a year now, and it works great. "
Toys_and_Games_5,2.0,OR,"Should have watched the video posted with the still pics for this toy.  In the pics, especially where the boy is kneeling, there is no background.  Because of this you can't tell that the toy MUST be attached to a wall to work.  See those yellow brackets (one is mid-circle on the right)?  The set comes with sticky pads that go on the backs of these yellow brackets, to attach them to the wall.  My son doesn't have enough open wall space in his room to use this.  Had to send it back.  But, I'm GLAD there was not enough wall space.  After watching the videos, the power boost, or whatever it's called, just makes the car go around and around.  NO interaction by the kids playing!  They just sit there and watch.  Check out one reviewers video for a quick experience of this toy.  The car goes around so fast you can't even see it!  Not the kind of Hot Wheel experience I want for my son.  Also, one reviewer said it was difficult to set up.  Not sure you'd WANT to break it down due when the child is done playing with it due to the difficulty factor AND due to the fact that it's stuck to the wall.  I prefer toys that you can put away after the child is done using it."
Pet_Supplies_5,4.0,CG,"For my dog, the peanut butter has kept her dry and dry all her life. She's just starting to get used to it. She loves it and the flavor is so great.I have used this product for about a year now.  I have a very active dog and had no issues with a chemical smell or irritation to my dog.  I have not had a strong odor from this product.  This product has not caused my dog any skin irritation or irritation to my dog.  I have tried other brands before, but this one does not seem to have any adverse effects.  My dog has a sensitive stomach, so I was skeptical at first.  However, she is a fairly aggressive chewer and this product does not make her stomach upset.  I have also had no adverse effects with this product.  My dog is a very active chewer and I have had no adverse reactions to this product.  I would highly recommend this product.My cats love this food. My dog is about 20 lbs. and he was very picky about his food. I would highly recommend this"
Pet_Supplies_5,5.0,OR,"I have an extremely heavy chewer that destroys any toy quickly.  He's making a small dent in it but overall lasting leaps and bounds longer than any other...and he loves it and he has perfectly white teeth!!!!  He hated nylabones and others like it.  Warning:  After a few minutes of chewing, it gets tiny sharp edges all over that hurts to step on.  Also, don't let it drop on your foot.  It feels like concrete."
Movies_and_TV_5,1.0,CG,"... Although this movie started out with the idea of a two-way brawl, the movie has a couple of extra scenes in the middle.  The fight itself is pretty great, especially the fight between"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"These shoes are the real deal! I was looking for cute, strappy sandals with a wedge heel to wear to the Kentucky Derby (and to the Oaks the day before), and I was so happy to find these sandals.  I knew I was going to be at Churchill Downs all day both days and would be walking a lot.  My feet can hurt if I wear shoes without support. On such a fun day, I didn't want to boring shoes. These shoes were perfect.  With 3 adjustable straps, I could get these shoes to fit snuggly on my feet with good support. The cork layer was incredibly comfortable and cushioned. My feet did swell a little during the second day, but I just loosened the middle strap and everything was perfect again with the fit.  My feet did not hurt at all until the second day as we were leaving.  I was so happy to find adorable, comfortable sandals with a wedge heel."
Home_and_Kitchen_5,4.0,CG,"Definitely need two people to use it, as the instructions say it will need a couple of hours.I bought this for a friend, and she is a very tall woman. She has a lot of weight on her back, so it was perfect for her. She has two sons, and she was looking for a chair to go with her. She loved it. I've had it for about a year now and I love the way it moves, and it's perfect for"
Tools_and_Home_Improvement_5,1.0,CG,Bought 2 and 1 didn't work. The only reason I bought them was because they are so expensive.I bought this to replace the Schlage 32-60-
Electronics_5,4.0,CG,I use this to store my iPod and an iPod Nano.  I also use this to store my other iPod nano.  I am using it with the TRS-80 and it does not
Toys_and_Games_5,5.0,OR,"A wonderful boardgame to play when traveling. Real easy to explain and eventually once you know it you can actually go pretty fast. The only downside to this game is if you buy Sushi Go Party, which I assumed was an expansion and in a way it is, the cards from this set are a different size than the Sushi Go party Cards so even if you wanna combine the two sets its a little strange.

All in all if you want a small compact game you can play on a long trip this ones is for you.

You wanna a game that you cant play at home then you get the Party variant."
Movies_and_TV_5,5.0,CG,"This was an amazing mini-series, with lots of action, lots of beautiful scenery and a great"
Books_5,4.0,OR,"My highest compliment to a book is when I don't want to put it down - and that's how I felt about this book!  It was interesting from beginning to end.  The characters were believable with mostly realistic situations. The ending seemed a little forced with some unresolved issues--the chase and action on the bridge seemed forced and the whole Gill situation needed resolution.  Also the relationship between Randall with the sons could have been better developed.

It was a good story and kept my interest."
Pet_Supplies_5,5.0,CG,my dog is timid around this toy and she loves it.  She also loves the squeaker.I bought this for a friend's cat and she
Toys_and_Games_5,5.0,CG,I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often.  He is 3 and loves
Movies_and_TV_5,5.0,OR,"This anime is like the old kung fu movies from way back put into anime, and it actually teaches lessons to the viewers, but its a funny anime too and packed with lots of action. And the martial arts moves perfomed here are realistic. The only thing that's sad is no 3rd season. But its cool to watch."
Tools_and_Home_Improvement_5,5.0,CG,"Excellent drill set and used it to drill a long hole in a steel bridge. I was surprised how fast it worked. The plastic parts are very sharp, and the holes are very large. I used it to drill out a large 3/8"" hole in a 4-inch"
Books_5,3.0,CG,"I'm a loyal Jance fan and have read all the other books in this series. I'm not a fan of the old Jance, but this is the first one I've read and I'm hooked. It's a good read, and one I would recommend to anyone. Great book with great characters. I love the book and I can't wait to read the next one. I just can't wait to read the last one. I enjoyed this book, very much. I have read all of the books by Will Eisner, and I was quite impressed by the way this book was written. I have read all of his books and have enjoyed his books. I found this book to be a bit ""raw"" and I found the story to be a bit repetitive. But, I liked it very much, and I enjoyed the way this book was written."
Books_5,5.0,OR,"This is an excellent book, I loveed thee audio versin, could not get any better. This book is amust for any science lover!!!!"
Home_and_Kitchen_5,5.0,OR,These are great pans as all the Fat Daddy pans are. I had a bit of difficulty separating them when they arrived. Ended up setting them in boiling water for a couple of minutes till them were hot to the touch then dropping ice cubes in the tip pan till the bottom of the pan was full. With one hot and one cold they separate easily.
Toys_and_Games_5,5.0,OR,"Anyone who loves the Minions, will love this theme based play set.  Cute little figures.  Comes with its own case.  Not recommended for smaller kids based on the size of the characters"
